Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Single_T2.1,Coverage (%) Chronic_T4.1,Coverage (%) Control_T1.1,Coverage (%) Episodic_T3.1,Coverage (%) Control_T1.2,Coverage (%) Episodic_T3.2,Coverage (%) Chronic_T4.2,Coverage (%) Single_T2.2,Coverage (%) Control_T1.3,Coverage (%) Episodic_T3.3,Coverage (%) Single_T2.3,Coverage (%) Chronic_T4.3,Area Single_T2.1,Area Chronic_T4.1,Area Control_T1.1,Area Episodic_T3.1,Area Control_T1.2,Area Episodic_T3.2,Area Chronic_T4.2,Area Single_T2.2,Area Control_T1.3,Area Episodic_T3.3,Area Single_T2.3,Area Chronic_T4.3,#Peptides,#Unique,#Spec Single_T2.1,#Spec Chronic_T4.1,#Spec Control_T1.1,#Spec Episodic_T3.1,#Spec Control_T1.2,#Spec Episodic_T3.2,#Spec Chronic_T4.2,#Spec Single_T2.2,#Spec Control_T1.3,#Spec Episodic_T3.3,#Spec Single_T2.3,#Spec Chronic_T4.3,PTM,Avg. Mass,Description
2576,2666,TRINITY_DN35053_c0_g1_i1.p1,73.13,5,5,0,0,0,0,0,0,5,0,0,5,0,7.349E5,,,,,,,1.0974E6,,,2.33E5,,1,1,1,0,0,0,0,0,0,1,0,0,1,0,,30162,TRINITY_DN35053_c0_g1_i1.p1
2696,3762,TRINITY_DN32382_c0_g1_i1.p1,73.09,12,0,0,0,0,5,0,0,0,0,7,0,0,,,,,5.5343E5,,,,,1.9608E5,,,2,2,0,0,0,0,1,0,0,0,0,1,0,0,Mutation,19368,TRINITY_DN32382_c0_g1_i1.p1
2505,3255,TRINITY_DN37581_c0_g1_i1.p1,73.08,9,0,0,3,0,0,0,6,0,3,0,0,0,,,2.778E5,,,,0,,3.872E5,,,,2,2,0,0,1,0,0,0,1,0,1,0,0,0,Carbamidomethylation; Mutation,34414,TRINITY_DN37581_c0_g1_i1.p1
2881,2765,TRINITY_DN32628_c0_g1_i3.p1,73.05,3,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,2.069E5,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,55145,TRINITY_DN32628_c0_g1_i3.p1
2881,2825,TRINITY_DN32628_c0_g1_i1.p1,73.05,5,0,0,0,0,0,0,5,0,0,0,0,0,,,,,,,2.069E5,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,33380,TRINITY_DN32628_c0_g1_i1.p1
2122,5471,TRINITY_DN43558_c0_g1_i1.p1,72.87,8,4,0,2,4,2,0,0,2,2,0,0,0,2.0878E6,,1.2274E6,7.0136E5,8.3376E5,,,2.5529E5,0,,,,3,3,2,0,1,1,1,0,0,1,1,0,0,0,Carbamidomethylation; Mutation,48981,TRINITY_DN43558_c0_g1_i1.p1
1999,3039,TRINITY_DN43144_c0_g1_i2.p1,72.60,5,0,3,3,0,0,2,3,3,2,5,0,0,,6.4414E5,3.814E5,,,2.4077E5,8.7125E5,6.451E5,0,2.5231E6,,,2,2,0,1,1,0,0,1,1,1,1,2,0,0,Mutation,45807,TRINITY_DN43144_c0_g1_i2.p1
2043,3355,TRINITY_DN27417_c0_g1_i2.p1,72.51,14,0,14,0,0,0,0,14,7,0,0,7,14,,5.7842E6,,,,,3.795E6,0,,,4.2462E5,2.9114E6,2,2,0,2,0,0,0,0,2,1,0,0,1,2,Mutation,19243,TRINITY_DN27417_c0_g1_i2.p1
2043,3356,TRINITY_DN27417_c0_g1_i1.p1,72.51,14,0,14,0,0,0,0,14,7,0,0,7,14,,5.7842E6,,,,,3.795E6,0,,,4.2462E5,2.9114E6,2,2,0,2,0,0,0,0,2,1,0,0,1,2,Mutation,19483,TRINITY_DN27417_c0_g1_i1.p1
2099,2449,TRINITY_DN44857_c0_g1_i1.p1,72.45,5,0,3,0,0,3,5,3,0,0,3,0,3,,2.612E5,,,1.7189E5,2.8966E5,2.8595E5,,,3.5788E5,,1.0803E5,2,2,0,1,0,0,1,2,1,0,0,1,0,1,,54505,TRINITY_DN44857_c0_g1_i1.p1
2386,3915,TRINITY_DN41182_c0_g1_i1.p1,72.43,9,0,9,0,0,0,0,5,5,0,0,0,0,,1.6698E6,,,,,5.6823E5,5.8041E5,,,,,2,2,0,2,0,0,0,0,1,1,0,0,0,0,Mutation,27958,TRINITY_DN41182_c0_g1_i1.p1
2115,2823,TRINITY_DN42487_c0_g1_i2.p1,72.42,18,14,0,0,0,0,0,0,10,0,14,4,10,1.6371E6,,,,,,,8.5033E5,,9.9355E5,5.9563E5,5.9346E5,4,4,2,0,0,0,0,0,0,1,0,2,1,1,Mutation,26789,TRINITY_DN42487_c0_g1_i2.p1
2066,2900,TRINITY_DN31928_c0_g1_i2.p1,72.38,21,4,13,0,4,0,0,0,8,0,0,0,4,4.4438E5,9.0502E5,,6.1472E5,,,,6.1945E5,,,,5.5441E5,3,2,1,1,0,1,0,0,0,3,0,0,0,1,Mutation,22011,TRINITY_DN31928_c0_g1_i2.p1
1487,3117,TRINITY_DN48348_c0_g1_i1.p3,72.33,12,6,6,6,6,6,12,6,12,6,12,12,12,2.0907E6,2.8607E6,1.2433E6,1.207E6,0,2.4251E6,5.8613E5,1.4625E6,7.2503E5,5.6042E6,5.1034E5,2.3199E6,2,2,1,1,2,1,1,2,1,2,1,3,2,2,Oxidation (HW),16703,TRINITY_DN48348_c0_g1_i1.p3
2194,1838,TRINITY_DN42938_c0_g1_i1.p1,72.33,5,0,1,0,2,0,0,2,3,0,0,2,0,,3.2145E6,,1.28E5,,,6.6919E5,1.5976E6,,,3.7081E5,,3,3,0,1,0,1,0,0,1,2,0,0,1,0,,62157,TRINITY_DN42938_c0_g1_i1.p1
2408,2134,TRINITY_DN46932_c0_g1_i1.p1,72.29,5,0,4,0,0,0,0,2,1,0,0,0,0,,8.4973E5,,,,,8.5743E6,6.1964E5,,,,,3,3,0,2,0,0,0,0,1,1,0,0,0,0,Mutation,68235,TRINITY_DN46932_c0_g1_i1.p1
2913,3144,TRINITY_DN40413_c0_g1_i3.p1,72.22,6,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,27682,TRINITY_DN40413_c0_g1_i3.p1
2913,3143,TRINITY_DN40413_c0_g1_i1.p1,72.22,6,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,27883,TRINITY_DN40413_c0_g1_i1.p1
3145,4745,TRINITY_DN42760_c0_g3_i1.p1,72.20,13,0,0,0,0,13,0,0,0,0,0,0,0,,,,,3.6095E6,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,11936,TRINITY_DN42760_c0_g3_i1.p1
2024,3597,TRINITY_DN47952_c2_g1_i4.p2,72.19,11,0,11,0,0,4,0,7,0,0,4,0,4,,7.6838E6,,,6.8848E5,,8.3677E6,,,4.5886E5,,6.6327E5,3,3,0,3,0,0,1,0,2,0,0,1,0,1,Carbamidomethylation (DHKE  X@N-term),18817,TRINITY_DN47952_c2_g1_i4.p2
2463,4612,TRINITY_DN32198_c0_g1_i1.p1,72.12,12,0,0,4,0,12,0,0,0,4,0,0,0,,,8.3888E5,,1.5782E6,,,,4.9269E5,,,,2,2,0,0,1,0,2,0,0,0,1,0,0,0,Mutation,25533,TRINITY_DN32198_c0_g1_i1.p1
2196,3555,TRINITY_DN54045_c0_g1_i1.p1,72.05,15,6,15,0,0,0,9,6,6,0,0,0,0,1.9765E6,4.4004E6,,,,1.4849E6,2.4022E6,2.0075E6,,,,,2,2,1,2,0,0,0,1,1,1,0,0,0,0,Deamidation (NQ),13539,TRINITY_DN54045_c0_g1_i1.p1
1607,1459,TRINITY_DN47999_c1_g1_i4.p1,71.99,10,3,3,5,3,8,0,5,3,3,8,3,3,,,3.3472E5,,2.7933E5,,9.7164E5,,,5.8477E5,,,3,2,1,1,2,1,2,0,2,1,1,2,1,1,,41255,TRINITY_DN47999_c1_g1_i4.p1
1607,1460,TRINITY_DN47999_c1_g1_i1.p1,71.99,10,3,3,5,3,8,0,5,3,3,8,3,3,,,3.3472E5,,2.7933E5,,9.7164E5,,,5.8477E5,,,3,2,1,1,2,1,2,0,2,1,1,2,1,1,,41255,TRINITY_DN47999_c1_g1_i1.p1
1607,1471,TRINITY_DN47999_c1_g1_i2.p1,71.99,11,3,3,6,3,9,0,6,3,3,9,3,3,,,3.3472E5,,2.7933E5,,9.7164E5,,,5.8477E5,,,3,2,1,1,2,1,2,0,2,1,1,2,1,1,,36564,TRINITY_DN47999_c1_g1_i2.p1
1607,1472,TRINITY_DN47999_c1_g1_i3.p1,71.99,11,3,3,6,3,8,0,6,3,3,8,3,3,,,3.3472E5,,2.7933E5,,9.7164E5,,,5.8477E5,,,3,2,1,1,2,1,2,0,2,1,1,2,1,1,,38465,TRINITY_DN47999_c1_g1_i3.p1
2907,5184,TRINITY_DN36252_c0_g1_i1.p1,71.97,5,0,0,0,0,0,0,5,0,0,0,0,0,,,,,,,5.7444E5,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,30961,TRINITY_DN36252_c0_g1_i1.p1
1488,3447,TRINITY_DN47771_c0_g2_i1.p4,71.93,17,17,17,8,8,8,17,9,17,8,17,8,17,2.6383E6,2.8439E6,1.4631E6,1.4333E6,1.8305E6,2.0496E6,2.631E5,3.0636E6,1.3543E6,4.2843E6,1.1622E6,3.1037E6,2,2,3,2,1,1,1,2,1,2,1,2,1,2,,11837,TRINITY_DN47771_c0_g2_i1.p4
1488,3448,TRINITY_DN47771_c0_g2_i2.p4,71.93,17,17,17,8,8,8,17,9,17,8,17,8,17,2.6383E6,2.8439E6,1.4631E6,1.4333E6,1.8305E6,2.0496E6,2.631E5,3.0636E6,1.3543E6,4.2843E6,1.1622E6,3.1037E6,2,2,3,2,1,1,1,2,1,2,1,2,1,2,,11837,TRINITY_DN47771_c0_g2_i2.p4
2644,2009,TRINITY_DN48034_c0_g1_i2.p1,71.87,4,0,0,0,2,0,0,2,0,0,0,0,0,,,,0,,,1.2739E7,,,,,,2,2,0,0,0,1,0,0,1,0,0,0,0,0,Mutation,67808,TRINITY_DN48034_c0_g1_i2.p1
2132,1887,TRINITY_DN41100_c0_g1_i2.p1,71.79,17,0,9,0,3,0,4,7,0,0,0,0,4,,2.1871E6,,0,,9.7378E5,3.3741E6,,,,,8.3354E5,4,4,0,2,0,1,0,1,2,0,0,0,0,1,Carbamidomethylation; Mutation,30577,TRINITY_DN41100_c0_g1_i2.p1
1844,2891,TRINITY_DN33882_c0_g1_i1.p1,71.67,10,5,10,0,0,0,0,10,10,0,10,6,5,1.529E5,2.0496E6,,,,,1.6264E6,7.4535E5,,1.0168E6,1.0202E5,3.5426E5,2,2,1,2,0,0,0,0,2,2,0,2,1,1,,19243,TRINITY_DN33882_c0_g1_i1.p1
1464,2621,TRINITY_DN46234_c0_g1_i2.p1,71.40,3,3,3,0,3,3,3,3,3,3,3,3,3,1.3259E6,5.5028E6,,1.9012E6,4.9502E5,1.6002E6,1.804E6,3.4288E6,2.6777E5,1.285E7,1.404E6,2.0079E6,3,1,1,3,0,2,2,2,1,1,1,2,2,2,Mutation,53527,TRINITY_DN46234_c0_g1_i2.p1
2438,4686,TRINITY_DN9251_c0_g1_i1.p1,71.38,9,9,0,0,0,0,0,9,0,0,9,0,9,0,,,,,,1.9228E6,,,2.7427E6,,7.468E5,1,1,1,0,0,0,0,0,1,0,0,1,0,1,,15060,TRINITY_DN9251_c0_g1_i1.p1
1121,2949,TRINITY_DN42924_c0_g3_i3.p1,71.32,14,14,14,0,13,14,14,0,14,13,14,5,4,3.938E7,8.5244E6,,4.4911E6,3.3043E7,4.8512E7,,3.4246E7,2.082E6,1.1734E8,1.1302E7,1.9571E6,4,4,4,2,0,2,5,4,0,4,2,5,2,1,Mutation,21113,TRINITY_DN42924_c0_g3_i3.p1
2010,10997,TRINITY_DN47323_c0_g1_i1.p1,71.30,12,0,4,0,0,0,8,2,4,0,2,2,0,,6.0156E5,,,,3.5119E6,1.7206E6,1.6471E6,,1.728E6,1.2063E6,,4,4,0,1,0,0,0,3,1,1,0,1,1,0,Carbamidomethylation; Mutation,50864,TRINITY_DN47323_c0_g1_i1.p1
2055,3461,TRINITY_DN26567_c0_g1_i1.p1,71.27,7,3,0,3,0,0,3,3,7,3,0,3,0,1.7858E6,,2.082E6,,,1.5849E6,1.84E6,3.0793E6,2.7005E6,,1.9562E6,,2,2,1,0,1,0,0,1,1,2,1,0,1,0,,34882,TRINITY_DN26567_c0_g1_i1.p1
1962,3178,TRINITY_DN40637_c0_g1_i2.p1,71.26,4,4,0,0,4,4,4,4,4,4,0,4,4,2.8834E6,,,3.2695E6,2.2984E6,2.9364E6,3.8671E6,0,1.7927E6,,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,Oxidation (M),35696,TRINITY_DN40637_c0_g1_i2.p1
2555,3029,TRINITY_DN42698_c0_g1_i1.p1,71.26,6,0,6,0,0,6,0,6,0,0,0,0,0,,7.7243E5,,,1.8151E5,,8.7645E5,,,,,,1,1,0,1,0,0,1,0,1,0,0,0,0,0,,22213,TRINITY_DN42698_c0_g1_i1.p1
1911,3500,TRINITY_DN34646_c0_g1_i1.p1,71.20,3,1,2,1,3,1,0,2,1,0,1,0,2,,2.6813E5,,7.846E4,,,3.7523E5,,,,,0,2,1,1,1,1,2,1,0,1,1,0,1,0,1,,55492,TRINITY_DN34646_c0_g1_i1.p1
2070,2754,TRINITY_DN42972_c0_g1_i2.p1,71.11,6,3,3,0,3,0,0,6,0,0,3,0,3,2.9188E5,9.7943E5,,2.3936E5,,,1.6117E6,,,7.5096E5,,5.565E5,2,2,1,1,0,1,0,0,2,0,0,1,0,1,Mutation,47542,TRINITY_DN42972_c0_g1_i2.p1
369,4536,TRINITY_DN54079_c0_g1_i1.p1,71.05,18,18,18,9,18,18,18,18,18,9,18,18,18,1.0086E7,3.6896E7,,1.4616E7,4.9758E6,1.0877E7,1.3809E7,2.597E7,,3.0492E7,1.2913E7,1.8836E7,2,1,9,12,9,11,9,11,12,10,9,12,11,12,Acetylation (N-term),10856,TRINITY_DN54079_c0_g1_i1.p1
3184,5196,TRINITY_DN46578_c0_g1_i2.p1,70.99,3,0,0,0,0,0,0,0,3,0,0,0,0,,,,,,,,1.7855E5,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Carbamidomethylation,54986,TRINITY_DN46578_c0_g1_i2.p1
2334,2411,TRINITY_DN36851_c0_g1_i1.p1,70.86,15,3,0,10,0,5,0,0,3,0,0,0,0,6.57E5,,1.3711E6,,1.0914E6,,,7.103E5,,,,,3,3,1,0,2,0,1,0,0,1,0,0,0,0,Carbamidomethylation; Propionamide (K  X@N-term),32712,TRINITY_DN36851_c0_g1_i1.p1
2595,2814,TRINITY_DN46492_c3_g1_i1.p1,70.77,8,0,5,0,0,0,0,8,0,0,0,0,0,,8.9401E5,,,,,2.3586E6,,,,,,2,2,0,1,0,0,0,0,2,0,0,0,0,0,Carbamidomethylation,24832,TRINITY_DN46492_c3_g1_i1.p1
2595,2899,TRINITY_DN46492_c3_g1_i3.p1,70.77,8,0,5,0,0,0,0,8,0,0,0,0,0,,8.9401E5,,,,,2.3586E6,,,,,,2,2,0,1,0,0,0,0,2,0,0,0,0,0,Carbamidomethylation,24564,TRINITY_DN46492_c3_g1_i3.p1
2475,4410,TRINITY_DN37824_c0_g1_i5.p1,70.72,11,11,11,0,0,0,11,0,0,11,0,0,0,3.4609E5,3.3257E5,,,,3.612E5,,,2.0667E5,,,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,,14158,TRINITY_DN37824_c0_g1_i5.p1
2475,4411,TRINITY_DN37824_c0_g1_i4.p1,70.72,11,11,11,0,0,0,11,0,0,11,0,0,0,3.4609E5,3.3257E5,,,,3.612E5,,,2.0667E5,,,,1,1,1,1,0,0,0,1,0,0,1,0,0,0,,14021,TRINITY_DN37824_c0_g1_i4.p1
1676,1978,TRINITY_DN22412_c0_g1_i1.p1,70.70,17,7,17,7,7,17,7,7,7,0,7,17,7,4.1143E5,2.302E6,2.7319E5,4.1421E5,4.9367E5,2.7942E5,1.1167E6,3.7667E5,,5.8569E5,6.1087E5,5.3852E5,2,2,1,2,1,1,2,1,1,1,0,1,2,1,,12386,TRINITY_DN22412_c0_g1_i1.p1
1552,4074,TRINITY_DN47914_c0_g1_i1.p1,70.68,5,2,2,2,5,2,2,3,2,2,2,2,5,1.6201E6,3.3104E6,2.8715E6,1.6199E6,5.9885E6,1.17E6,7.1055E5,2.3775E6,1.0635E6,3.5094E6,2.9862E6,1.737E6,3,3,1,1,2,2,2,1,1,1,1,1,2,2,Mutation,53381,TRINITY_DN47914_c0_g1_i1.p1
3001,2783,TRINITY_DN38635_c0_g1_i1.p1,70.56,6,0,0,0,0,0,0,6,0,0,0,0,0,,,,,,,1.5012E6,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,32318,TRINITY_DN38635_c0_g1_i1.p1
3001,2784,TRINITY_DN38635_c0_g1_i2.p1,70.56,6,0,0,0,0,0,0,6,0,0,0,0,0,,,,,,,1.5012E6,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,32318,TRINITY_DN38635_c0_g1_i2.p1
3001,4362,TRINITY_DN38635_c0_g1_i3.p1,70.56,12,0,0,0,0,0,0,12,0,0,0,0,0,,,,,,,1.5012E6,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,15289,TRINITY_DN38635_c0_g1_i3.p1
1785,4475,TRINITY_DN21895_c0_g1_i1.p1,70.56,15,4,4,8,12,4,0,7,12,4,4,0,0,1.0902E6,1.7019E6,7.2014E5,1.8693E6,7.321E5,,3.8772E6,3.0982E6,7.1878E5,1.0527E6,,,3,3,1,1,1,2,1,0,2,2,1,1,0,0,Mutation,39269,TRINITY_DN21895_c0_g1_i1.p1
2327,2462,TRINITY_DN39648_c0_g1_i2.p1,70.51,5,0,0,0,0,0,2,3,3,0,2,0,2,,,,,,,1.0749E5,1.3649E5,,,,,2,1,0,0,0,0,0,1,1,1,0,1,0,1,,38760,TRINITY_DN39648_c0_g1_i2.p1
2177,2576,TRINITY_DN36216_c0_g1_i1.p1,70.51,8,0,8,0,8,8,8,0,8,8,0,0,0,,1.2905E6,,9.7797E5,3.7523E5,7.8601E5,,1.0541E6,3.8389E5,,,,1,1,0,1,0,1,1,1,0,1,1,0,0,0,,18458,TRINITY_DN36216_c0_g1_i1.p1
1366,3840,TRINITY_DN35001_c0_g1_i1.p1,70.48,16,16,16,5,16,0,5,16,0,16,0,5,16,7.1535E6,3.8295E6,8.8083E6,7.4623E6,,1.1173E7,1.811E6,,6.8E6,,4.2409E6,1.834E6,3,3,3,3,2,3,0,2,2,0,3,0,2,2,Mutation,18811,TRINITY_DN35001_c0_g1_i1.p1
2750,3549,TRINITY_DN39705_c0_g1_i3.p1,70.26,8,0,8,0,0,0,0,0,0,0,0,0,8,,8.0915E5,,,,,,,,,,4.2153E5,1,1,0,1,0,0,0,0,0,0,0,0,0,1,Carbamidomethylation,19864,TRINITY_DN39705_c0_g1_i3.p1
2819,4387,TRINITY_DN23967_c0_g1_i1.p2,70.25,9,0,5,0,0,0,0,4,0,0,0,0,0,,1.2131E5,,,,,5.7708E4,,,,,,2,2,0,1,0,0,0,0,1,0,0,0,0,0,Carbamidomethylation; Mutation,36069,TRINITY_DN23967_c0_g1_i1.p2
1774,2718,TRINITY_DN44957_c0_g1_i1.p1,70.20,9,2,9,0,0,0,2,2,6,2,2,2,2,1.5702E6,5.548E6,,,,8.4161E5,2.6138E6,1.789E6,1.2902E6,0,7.4314E5,1.4949E6,3,3,1,3,0,0,0,1,1,2,1,1,1,1,Mutation,39967,TRINITY_DN44957_c0_g1_i1.p1
1286,4674,TRINITY_DN48214_c3_g3_i1.p1,70.17,19,5,19,5,5,5,5,5,5,5,5,5,19,,1.983E6,,,,,,,,,,2.1701E5,2,1,2,3,1,2,2,2,2,2,2,2,2,3,Carbamidomethylation; Mutation,19417,TRINITY_DN48214_c3_g3_i1.p1
2031,4530,TRINITY_DN35077_c0_g1_i1.p1,70.10,7,4,0,4,4,4,0,7,4,4,0,0,0,5.6004E5,,6.1383E5,7.5253E5,7.6705E5,,2.4097E6,8.7944E5,3.8935E5,,,,2,2,1,0,1,1,1,0,2,1,1,0,0,0,Mutation,35947,TRINITY_DN35077_c0_g1_i1.p1
1878,3868,TRINITY_DN45886_c0_g3_i2.p1,70.06,18,8,0,8,0,10,8,18,10,0,8,0,10,5.4084E6,,2.3649E6,,4.3432E6,4.3729E6,1.074E7,5.9395E6,,1.1483E7,,1.9618E6,4,4,1,0,1,0,1,1,2,1,0,1,0,2,Mutation,12726,TRINITY_DN45886_c0_g3_i2.p1
1878,3869,TRINITY_DN45886_c0_g3_i1.p1,70.06,18,8,0,8,0,10,8,18,10,0,8,0,10,5.4084E6,,2.3649E6,,4.3432E6,4.3729E6,1.074E7,5.9395E6,,1.1483E7,,1.9618E6,4,4,1,0,1,0,1,1,2,1,0,1,0,2,Mutation,12726,TRINITY_DN45886_c0_g3_i1.p1
1522,4193,TRINITY_DN36345_c2_g1_i1.p2,69.96,10,5,10,10,5,10,5,10,10,5,5,5,10,1.7144E6,4.8629E6,2.3758E6,1.3693E6,2.7188E6,1.5822E6,2.9219E6,6.0308E6,1.2397E6,2.4548E6,2.0518E6,2.4046E6,2,2,1,2,2,1,2,1,2,2,1,1,1,2,Mutation,21265,TRINITY_DN36345_c2_g1_i1.p2
1522,4194,TRINITY_DN36345_c2_g1_i2.p2,69.96,10,5,10,10,5,10,5,10,10,5,5,5,10,1.7144E6,4.8629E6,2.3758E6,1.3693E6,2.7188E6,1.5822E6,2.9219E6,6.0308E6,1.2397E6,2.4548E6,2.0518E6,2.4046E6,2,2,1,2,2,1,2,1,2,2,1,1,1,2,Mutation,21195,TRINITY_DN36345_c2_g1_i2.p2
1284,2191,TRINITY_DN44625_c0_g1_i1.p1,69.84,29,16,16,16,16,16,16,16,16,16,16,16,29,9.6151E6,1.5053E7,4.9797E6,1.1189E7,7.1834E6,6.6814E6,7.3114E6,1.4136E7,8.1803E6,1.7764E7,7.8978E6,1.0889E7,3,3,2,2,2,2,2,2,2,2,2,2,2,3,Carbamidomethylation (DHKE  X@N-term),12908,TRINITY_DN44625_c0_g1_i1.p1
2034,4981,TRINITY_DN47246_c0_g2_i1.p1,69.78,6,0,0,4,2,6,4,0,0,2,4,0,0,,,2.0405E5,3.5348E5,1.5396E6,1.695E5,,,2.9696E5,2.5667E5,,,3,3,0,0,1,1,3,1,0,0,1,1,0,0,Mutation,62123,TRINITY_DN47246_c0_g2_i1.p1
2034,4985,TRINITY_DN47246_c0_g2_i2.p1,69.78,6,0,0,4,2,6,4,0,0,2,4,0,0,,,2.0405E5,3.5348E5,1.5396E6,1.695E5,,,2.9696E5,2.5667E5,,,3,3,0,0,1,1,3,1,0,0,1,1,0,0,Mutation,63444,TRINITY_DN47246_c0_g2_i2.p1
2476,5192,TRINITY_DN41815_c0_g1_i3.p1,69.69,12,12,0,0,0,12,0,0,12,0,12,0,0,6.6798E5,,,,2.7979E5,,,8.8172E5,,1.0878E6,,,1,1,1,0,0,0,1,0,0,1,0,1,0,0,,12541,TRINITY_DN41815_c0_g1_i3.p1
2476,5191,TRINITY_DN41815_c0_g1_i1.p1,69.69,13,13,0,0,0,13,0,0,13,0,13,0,0,6.6798E5,,,,2.7979E5,,,8.8172E5,,1.0878E6,,,1,1,1,0,0,0,1,0,0,1,0,1,0,0,,11953,TRINITY_DN41815_c0_g1_i1.p1
1975,2559,TRINITY_DN41731_c0_g1_i1.p1,69.16,4,2,4,2,0,2,0,2,2,0,0,2,2,5.3951E5,3.5737E6,0,,9.8363E5,,7.6788E5,7.8292E5,,,4.4904E5,1.0964E6,2,2,1,2,1,0,1,0,1,1,0,0,1,1,,50907,TRINITY_DN41731_c0_g1_i1.p1
2343,3498,TRINITY_DN37578_c0_g1_i1.p1,69.13,6,0,3,3,3,3,0,0,0,0,0,0,3,,3.1872E6,7.1271E5,2.5433E6,5.5169E6,,,,,,,2.6828E6,2,2,0,1,1,1,1,0,0,0,0,0,0,1,,30092,TRINITY_DN37578_c0_g1_i1.p1
2343,3499,TRINITY_DN37578_c0_g1_i2.p1,69.13,6,0,3,2,3,3,0,0,0,0,0,0,3,,3.1872E6,7.1271E5,2.5433E6,5.5169E6,,,,,,,2.6828E6,2,2,0,1,1,1,1,0,0,0,0,0,0,1,,31389,TRINITY_DN37578_c0_g1_i2.p1
2330,4660,TRINITY_DN61319_c0_g1_i1.p1,68.98,13,0,13,0,13,0,0,13,0,0,13,0,13,,9.9035E5,,3.6572E5,,,7.6855E5,,,4.921E5,,2.6153E5,1,1,0,1,0,1,0,0,1,0,0,1,0,1,,11651,TRINITY_DN61319_c0_g1_i1.p1
1743,14090,TRINITY_DN45506_c0_g1_i1.p2,68.94,27,11,11,11,11,11,27,0,27,0,27,11,11,1.4164E6,8.9034E5,1.2288E6,1.1739E6,7.2911E5,2.759E6,,4.2636E6,,5.2525E6,1.1065E6,1.0015E6,2,2,1,1,1,1,1,2,0,2,0,2,1,1,Mutation,13139,TRINITY_DN45506_c0_g1_i1.p2
1743,14091,TRINITY_DN45506_c0_g1_i2.p1,68.94,23,10,10,10,10,10,23,0,23,0,23,10,10,1.4164E6,8.9034E5,1.2288E6,1.1739E6,7.2911E5,2.759E6,,4.2636E6,,5.2525E6,1.1065E6,1.0015E6,2,2,1,1,1,1,1,2,0,2,0,2,1,1,Mutation,14848,TRINITY_DN45506_c0_g1_i2.p1
3131,2518,TRINITY_DN46584_c0_g1_i1.p1,68.92,4,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,6.2237E5,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,29927,TRINITY_DN46584_c0_g1_i1.p1
3086,3377,TRINITY_DN41107_c0_g1_i1.p1,68.92,7,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,6.7352E5,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,21153,TRINITY_DN41107_c0_g1_i1.p1
3086,3378,TRINITY_DN41107_c0_g1_i2.p1,68.92,7,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,6.7352E5,,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,,21103,TRINITY_DN41107_c0_g1_i2.p1
2088,2380,TRINITY_DN41964_c0_g1_i2.p1,68.81,11,0,0,5,0,0,3,3,6,0,5,0,3,,,5.1987E5,,,8.5092E5,8.0488E5,1.6936E6,,1.6315E6,,6.5946E5,3,3,0,0,1,0,0,1,1,2,0,1,0,1,Carbamidomethylation; Mutation,28596,TRINITY_DN41964_c0_g1_i2.p1
2088,2494,TRINITY_DN41964_c0_g1_i1.p1,68.81,20,0,0,10,0,0,5,5,11,0,10,0,5,,,5.1987E5,,,8.5092E5,8.0488E5,1.6936E6,,1.6315E6,,6.5946E5,3,3,0,0,1,0,0,1,1,2,0,1,0,1,Carbamidomethylation; Mutation,15751,TRINITY_DN41964_c0_g1_i1.p1
3185,5198,TRINITY_DN29425_c0_g1_i1.p1,68.78,8,0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,,4.3249E5,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,,20579,TRINITY_DN29425_c0_g1_i1.p1
2726,3261,TRINITY_DN47690_c0_g1_i1.p1,68.73,15,0,15,0,0,0,0,0,0,0,0,0,0,,1.5732E6,,,,,,,,,,,2,2,0,2,0,0,0,0,0,0,0,0,0,0,Mutation,27696,TRINITY_DN47690_c0_g1_i1.p1
